FD_ID	FD_length	S_Start	S_End	Score	Family_Link
90072	389	1	389	131	M_9cb
90072	389	2	121	69	M_9cb
90072	389	8	30	21	M_9cb
90072	389	2	389	241	M_9cb
90072	389	20	39	22	M_9cb
90072	389	52	79	21	M_9cb
90072	389	29	101	23	M_9cb
90072	389	31	67	26	M_9cb
90072	389	11	42	22	M_9cb
90072	389	1	225	192	M_9cb
90072	389	3	389	127	M_9cb
90072	389	24	62	23	M_9cb
90072	389	39	92	24	M_9cb
90072	389	1	121	83	M_9cb
90072	389	4	388	163	M_9cb
90072	389	356	374	21	M_9cb
90072	389	26	41	22	M_9cb
90072	389	1	225	89	M_9cb
90072	389	357	374	24	M_9cb
90072	389	95	121	21	M_9cb
90072	389	45	95	26	M_9cb
90072	389	2	121	73	M_9cb
90072	389	35	58	23	M_9cb
90072	389	1	223	101	M_9cb
90072	389	19	36	23	M_9cb
90072	389	39	55	22	M_9cb
90072	389	1	388	388	M_9cb
90072	389	40	67	23	M_9cb
90072	389	56	94	21	M_9cb
90072	389	1	389	171	M_9cb
90072	389	6	39	23	M_9cb
90072	389	21	41	22	M_9cb
90072	389	1	225	124	M_9cb
90072	389	71	114	21	M_9cb
90072	389	39	63	21	M_9cb
90072	389	45	65	22	M_9cb
90072	389	8	16	20	M_9cb
90072	389	1	126	47	M_9cb
90072	389	339	374	23	M_9cb
90072	389	14	41	28	M_9cb
90072	389	1	226	285	M_9cb
90072	389	39	58	21	M_9cb
90072	389	4	121	71	M_9cb
90072	389	34	65	23	M_9cb
90072	389	203	228	23	M_9cb
90072	389	1	149	131	M_9cb
90072	389	1	225	189	M_9cb
90072	389	35	54	20	M_9cb
90072	389	24	108	26	M_9cb
90072	389	54	74	21	M_9cb
90072	389	1	10	21	M_9cb
90072	389	37	73	27	M_9cb
90072	389	1	147	54	M_9cb
90072	389	34	388	140	M_9cb
90072	389	356	374	22	M_9cb
90072	389	5	18	23	M_9cb
90072	389	3	15	25	M_9cb
90072	389	33	51	21	M_9cb
90072	389	1	224	91	M_9cb
90072	389	135	149	22	M_9cb
90072	389	1	226	287	M_9cb
90072	389	25	46	23	M_9cb
90072	389	5	18	24	M_9cb
90072	389	6	388	145	M_9cb
90072	389	1	149	140	M_9cb
90072	389	122	149	21	M_9cb
90072	389	42	58	20	M_9cb
90072	389	73	91	21	M_9cb
90072	389	1	117	61	M_9cb
90072	389	7	50	21	M_9cb
90072	389	19	45	22	M_9cb
90072	389	55	68	21	M_9cb
90072	389	18	39	20	M_9cb
90072	389	119	186	28	M_9cb
90072	389	269	307	22	M_9cb
90072	389	2	54	22	M_9cb
90072	389	2	121	83	M_9cb
90072	389	103	129	24	M_9cb
90072	389	2	121	76	M_9cb
90072	389	66	120	30	M_9cb
90072	389	2	121	80	M_9cb
90072	389	29	225	61	M_9cb
90072	389	2	225	152	M_9cb
90072	389	26	74	22	M_9cb
90072	389	20	37	19	M_9cb
90072	389	2	17	23	M_9cb
90072	389	322	335	22	M_9cb
90072	389	8	389	155	M_9cb
90072	389	1	225	131	M_9cb
90072	389	23	56	23	M_9cb
90072	389	12	49	23	M_9cb
90072	389	39	60	22	M_9cb
90072	389	1	389	430	M_9cb
90072	389	1	225	174	M_9cb
90072	389	23	81	21	M_9cb
90072	389	1	225	170	M_9cb
90072	389	2	121	75	M_9cb
90072	389	40	60	20	M_9cb
90072	389	2	225	112	M_9cb
90072	389	2	121	83	M_9cb
90072	389	1	121	82	M_9cb
90072	389	1	36	22	M_9cb
90072	389	69	97	27	M_9cb
90072	389	141	225	68	M_9cb
90072	389	29	56	25	M_9cb
90072	389	13	82	22	M_9cb
90072	389	2	389	228	M_9cb
90072	389	347	377	32	M_9cb
90072	389	1	121	71	M_9cb
90072	389	116	163	22	M_9cb
90072	389	39	56	23	M_9cb
90072	389	163	194	28	M_9cb
90072	389	246	258	22	M_9cb
90072	389	2	121	63	M_9cb
90072	389	59	82	21	M_9cb
90072	389	2	225	149	M_9cb
90072	389	2	121	65	M_9cb
90072	389	1	226	298	M_9cb
90072	389	29	59	22	M_9cb
90072	389	8	29	21	M_9cb
90072	389	51	89	23	M_9cb
90072	389	2	121	67	M_9cb
90072	389	46	95	24	M_9cb
90072	389	27	50	22	M_9cb
90072	389	1	148	45	M_9cb
90072	389	1	121	78	M_9cb
90072	389	1	225	167	M_9cb
90072	389	40	61	21	M_9cb
90072	389	1	121	70	M_9cb
90072	389	1	16	23	M_9cb
90072	389	2	121	81	M_9cb
90072	389	1	389	418	M_9cb
90072	389	2	225	63	M_9cb
90072	389	322	365	21	M_9cb
90072	389	2	121	79	M_9cb
90072	389	27	124	24	M_9cb
90072	389	29	101	25	M_9cb
90072	389	2	225	142	M_9cb
90072	389	1	223	99	M_9cb
90072	389	1	225	195	M_9cb
90072	389	41	64	23	M_9cb
90072	389	16	29	20	M_9cb
90072	389	1	121	86	M_9cb
90072	389	2	389	224	M_9cb
90072	389	53	97	22	M_9cb
90072	389	1	389	324	M_9cb
90072	389	1	387	318	M_9cb
90072	389	198	241	22	M_9cb
90072	389	23	80	23	M_9cb
90072	389	12	30	21	M_9cb
90072	389	1	389	324	M_9cb
90072	389	2	223	114	M_9cb
90072	389	2	389	223	M_9cb
90072	389	68	95	22	M_9cb
90072	389	9	21	22	M_9cb
90072	389	3	224	115	M_9cb
90072	389	1	225	181	M_9cb
90072	389	216	262	22	M_9cb
90072	389	5	56	23	M_9cb
90072	389	2	389	173	M_9cb
90072	389	82	128	23	M_9cb
90072	389	144	389	220	M_9cb
90072	389	2	389	231	M_9cb
90072	389	35	69	23	M_9cb
90072	389	24	43	20	M_9cb
90072	389	1	12	20	M_9cb
90072	389	1	149	135	M_9cb
90072	389	10	385	84	M_9cb
90072	389	1	388	365	M_9cb
90072	389	13	30	22	M_9cb
90072	389	60	82	21	M_9cb
90072	389	102	161	24	M_9cb
90072	389	9	36	21	M_9cb
90072	389	4	56	24	M_9cb
90072	389	185	220	23	M_9cb
90073	387	32	100	24	M_9cc
90073	387	88	154	22	M_9cc
90073	387	1	387	401	M_9cc
90073	387	21	56	25	M_9cc
90073	387	3	54	22	M_9cc
90073	387	167	216	26	M_9cc
90073	387	1	220	142	M_9cc
90073	387	1	387	429	M_9cc
90073	387	32	53	21	M_9cc
90073	387	6	30	22	M_9cc
90073	387	71	93	21	M_9cc
90073	387	1	25	20	M_9cc
90073	387	6	47	22	M_9cc
90073	387	1	225	115	M_9cc
90073	387	103	129	24	M_9cc
90073	387	1	224	92	M_9cc
90073	387	83	133	30	M_9cc
90073	387	1	225	147	M_9cc
90073	387	3	121	83	M_9cc
90073	387	1	387	369	M_9cc
90073	387	32	65	20	M_9cc
90073	387	32	100	22	M_9cc
90073	387	2	14	20	M_9cc
90073	387	4	30	23	M_9cc
90073	387	3	121	75	M_9cc
90073	387	17	33	22	M_9cc
90073	387	2	121	78	M_9cc
90073	387	24	39	22	M_9cc
90073	387	1	224	100	M_9cc
90073	387	2	121	73	M_9cc
90073	387	10	27	21	M_9cc
90073	387	1	25	21	M_9cc
90073	387	1	121	71	M_9cc
90073	387	2	121	71	M_9cc
90073	387	31	55	21	M_9cc
90073	387	3	121	95	M_9cc
90073	387	1	387	431	M_9cc
90073	387	1	121	76	M_9cc
90073	387	1	384	136	M_9cc
90073	387	1	39	22	M_9cc
90073	387	9	19	20	M_9cc
90073	387	733	759	23	M_9cc
90073	387	5	36	22	M_9cc
90073	387	3	121	81	M_9cc
90073	387	1	121	74	M_9cc
90073	387	1	387	421	M_9cc
90073	387	9	28	21	M_9cc
90073	387	28	39	21	M_9cc
90073	387	10	36	21	M_9cc
90073	387	135	387	170	M_9cc
90073	387	2	39	26	M_9cc
90073	387	9	24	25	M_9cc
90073	387	2	225	102	M_9cc
90073	387	1	387	423	M_9cc
90073	387	3	121	77	M_9cc
90073	387	32	140	25	M_9cc
90073	387	1	225	120	M_9cc
90073	387	1	9	22	M_9cc
90073	387	35	71	25	M_9cc
90073	387	8	35	22	M_9cc
90073	387	95	119	27	M_9cc
90073	387	132	149	23	M_9cc
90073	387	99	385	96	M_9cc
90073	387	13	24	20	M_9cc
90073	387	85	142	28	M_9cc
90073	387	14	28	20	M_9cc
90073	387	23	56	21	M_9cc
90073	387	31	55	22	M_9cc
90073	387	52	81	22	M_9cc
90073	387	1	387	425	M_9cc
90073	387	1	29	22	M_9cc
90073	387	94	128	23	M_9cc
90073	387	22	51	22	M_9cc
90073	387	4	225	129	M_9cc
90073	387	20	47	22	M_9cc
90073	387	161	187	22	M_9cc
90073	387	5	108	29	M_9cc
90073	387	24	51	23	M_9cc
90073	387	25	37	21	M_9cc
90073	387	21	52	22	M_9cc
90073	387	39	64	21	M_9cc
90073	387	82	106	23	M_9cc
90073	387	89	109	24	M_9cc
90073	387	95	125	27	M_9cc
90073	387	97	115	23	M_9cc
90073	387	1	225	126	M_9cc
90073	387	14	27	23	M_9cc
90073	387	94	119	23	M_9cc
90073	387	14	37	22	M_9cc
90073	387	3	121	73	M_9cc
90073	387	65	87	25	M_9cc
90073	387	91	126	21	M_9cc
90073	387	2	387	401	M_9cc
90073	387	1	225	158	M_9cc
90073	387	4	108	27	M_9cc
90073	387	26	77	21	M_9cc
90073	387	89	105	22	M_9cc
90073	387	1	121	76	M_9cc
90073	387	136	225	57	M_9cc
90073	387	94	153	22	M_9cc
90073	387	27	70	22	M_9cc
90073	387	103	118	33	M_9cc
90073	387	1	387	417	M_9cc
90073	387	97	115	23	M_9cc
90073	387	3	121	82	M_9cc
90073	387	4	225	128	M_9cc
90073	387	65	89	21	M_9cc
90073	387	21	35	21	M_9cc
90073	387	2	31	22	M_9cc
90073	387	153	206	22	M_9cc
90073	387	2	121	76	M_9cc
90073	387	1	387	210	M_9cc
90073	387	1	225	166	M_9cc
90073	387	1	387	424	M_9cc
90073	387	103	118	33	M_9cc
90073	387	201	219	21	M_9cc
90073	387	17	33	22	M_9cc
90073	387	1	225	121	M_9cc
90073	387	4	24	22	M_9cc
90073	387	1	36	20	M_9cc
90073	387	103	118	34	M_9cc
90073	387	35	55	20	M_9cc
90073	387	5	185	52	M_9cc
90073	387	44	91	26	M_9cc
90073	387	1	385	139	M_9cc
90074	622	6	26	22	M_9cd
90074	622	14	178	51	M_9cd
90074	622	27	41	24	M_9cd
90074	622	18	43	21	M_9cd
90074	622	3	33	23	M_9cd
90074	622	2	33	31	M_9cd
90074	622	10	37	22	M_9cd
90074	622	32	54	24	M_9cd
90074	622	254	283	24	M_9cd
90074	622	1	110	41	M_9cd
90074	622	1	107	27	M_9cd
90074	622	4	121	51	M_9cd
90074	622	76	145	27	M_9cd
90074	622	1	110	29	M_9cd
90074	622	45	66	21	M_9cd
90074	622	16	38	21	M_9cd
90074	622	324	345	21	M_9cd
90074	622	11	73	23	M_9cd
90074	622	8	81	22	M_9cd
90074	622	20	51	22	M_9cd
90074	622	1	622	563	M_9cd
90074	622	1	99	35	M_9cd
90074	622	195	225	21	M_9cd
90074	622	6	25	19	M_9cd
90074	622	8	35	26	M_9cd
90074	622	86	123	28	M_9cd
90074	622	1	111	33	M_9cd
90074	622	191	215	22	M_9cd
90074	622	2	116	48	M_9cd
90074	622	23	61	22	M_9cd
90074	622	22	50	22	M_9cd
90074	622	23	70	22	M_9cd
90074	622	150	192	23	M_9cd
90074	622	12	29	22	M_9cd
90074	622	5	121	45	M_9cd
90074	622	30	64	23	M_9cd
90074	622	2	121	53	M_9cd
90074	622	158	184	24	M_9cd
90074	622	2	105	28	M_9cd
90074	622	1	622	421	M_9cd
90074	622	1	104	42	M_9cd
90074	622	45	62	22	M_9cd
90074	622	41	80	22	M_9cd
90074	622	1	25	22	M_9cd
90074	622	5	111	48	M_9cd
90074	622	6	26	22	M_9cd
90074	622	55	209	28	M_9cd
90074	622	3	116	46	M_9cd
90074	622	9	31	23	M_9cd
90074	622	33	48	24	M_9cd
90074	622	1	622	485	M_9cd
90074	622	20	51	22	M_9cd
90074	622	47	88	23	M_9cd
90074	622	116	148	22	M_9cd
90074	622	1	622	457	M_9cd
90074	622	1	102	28	M_9cd
90074	622	1	273	233	M_9cd
90074	622	1	102	34	M_9cd
90074	622	12	32	22	M_9cd
90074	622	31	44	21	M_9cd
90074	622	11	25	22	M_9cd
90074	622	280	621	236	M_9cd
90074	622	139	156	22	M_9cd
90074	622	5	121	61	M_9cd
90074	622	9	31	22	M_9cd
90074	622	1	621	477	M_9cd
90074	622	2	116	61	M_9cd
90074	622	198	267	25	M_9cd
90074	622	24	61	22	M_9cd
90074	622	1	109	33	M_9cd
90074	622	263	304	28	M_9cd
90074	622	1	622	398	M_9cd
90074	622	1	109	48	M_9cd
90074	622	5	25	21	M_9cd
90074	622	60	87	28	M_9cd
90074	622	1	622	482	M_9cd
90074	622	8	65	26	M_9cd
90074	622	1	120	29	M_9cd
90074	622	110	217	28	M_9cd
90074	622	39	66	25	M_9cd
90074	622	1	622	472	M_9cd
90074	622	124	192	23	M_9cd
90074	622	9	24	19	M_9cd
90074	622	39	66	25	M_9cd
90074	622	2	121	59	M_9cd
90074	622	66	77	22	M_9cd
90074	622	16	51	22	M_9cd
90074	622	22	29	21	M_9cd
90074	622	57	80	23	M_9cd
90074	622	36	103	22	M_9cd
90074	622	7	35	20	M_9cd
90074	622	2	121	60	M_9cd
90074	622	25	54	22	M_9cd
90074	622	6	27	21	M_9cd
90074	622	116	139	21	M_9cd
90074	622	459	514	35	M_9cd
90074	622	4	482	154	M_9cd
90074	622	6	19	20	M_9cd
90074	622	1	97	31	M_9cd
90074	622	14	114	29	M_9cd
90074	622	1	120	51	M_9cd
90074	622	6	23	21	M_9cd
90074	622	1	622	438	M_9cd
90074	622	156	211	24	M_9cd
90074	622	363	451	34	M_9cd
90074	622	19	44	20	M_9cd
90074	622	4	116	57	M_9cd
90074	622	159	189	24	M_9cd
90074	622	243	300	30	M_9cd
90074	622	11	89	24	M_9cd
90074	622	49	65	23	M_9cd
90074	622	14	81	23	M_9cd
90074	622	1	119	31	M_9cd
90074	622	2	117	56	M_9cd
90074	622	598	643	23	M_9cd
90074	622	6	27	22	M_9cd
90074	622	1	622	505	M_9cd
90074	622	182	199	23	M_9cd
90074	622	2	104	26	M_9cd
90074	622	30	77	26	M_9cd
90074	622	27	67	23	M_9cd
90074	622	16	35	23	M_9cd
90074	622	9	36	22	M_9cd
90074	622	1	104	52	M_9cd
90074	622	2	622	465	M_9cd
90074	622	95	122	22	M_9cd
90074	622	76	145	26	M_9cd
90074	622	1	23	23	M_9cd
90074	622	112	126	22	M_9cd
90074	622	1	622	557	M_9cd
90074	622	1	621	431	M_9cd
90074	622	72	85	29	M_9cd
90074	622	66	119	25	M_9cd
90078	220	5	131	47	N_12aa
90078	220	180	210	23	N_12aa
90078	220	7	126	42	N_12aa
90078	220	146	163	22	N_12aa
90078	220	4	22	20	N_12aa
90078	220	1	219	268	N_12aa
90078	220	16	148	80	N_12aa
90078	220	29	49	23	N_12aa
90078	220	1	150	140	N_12aa
90078	220	3	49	21	N_12aa
90078	220	1	150	136	N_12aa
90078	220	33	68	23	N_12aa
90078	220	64	80	22	N_12aa
90078	220	1	150	142	N_12aa
90078	220	1	220	280	N_12aa
90078	220	159	185	23	N_12aa
90078	220	22	37	21	N_12aa
90078	220	7	17	24	N_12aa
90078	220	1	20	20	N_12aa
90078	220	1	150	159	N_12aa
90078	220	87	94	22	N_12aa
90078	220	1	128	48	N_12aa
90078	220	25	46	23	N_12aa
90078	220	87	96	22	N_12aa
90078	220	7	148	45	N_12aa
90078	220	3	148	40	N_12aa
90078	220	1	136	43	N_12aa
90078	220	1	220	272	N_12aa
90078	220	110	134	24	N_12aa
90078	220	1	147	46	N_12aa
90078	220	1	220	280	N_12aa
90078	220	4	16	24	N_12aa
90078	220	88	104	21	N_12aa
90078	220	6	150	122	N_12aa
90078	220	367	380	22	N_12aa
90078	220	1	128	42	N_12aa
90078	220	301	340	31	N_12aa
90078	220	16	180	116	N_12aa
90078	220	1	16	24	N_12aa
90078	220	4	22	20	N_12aa
90078	220	67	96	23	N_12aa
90078	220	7	22	21	N_12aa
90078	220	1	18	24	N_12aa
90078	220	5	20	25	N_12aa
90078	220	1	18	24	N_12aa
90078	220	26	51	23	N_12aa
90078	220	18	72	29	N_12aa
90078	220	3	150	132	N_12aa
90078	220	25	56	21	N_12aa
90078	220	182	208	22	N_12aa
90078	220	1	150	156	N_12aa
90078	220	3	34	22	N_12aa
90078	220	5	148	58	N_12aa
90078	220	1	217	222	N_12aa
90078	220	74	94	23	N_12aa
90078	220	1	16	24	N_12aa
90078	220	175	253	24	N_12aa
90078	220	1	214	111	N_12aa
90078	220	1	201	161	N_12aa
90078	220	27	45	26	N_12aa
90078	220	1	217	208	N_12aa
90078	220	5	128	47	N_12aa
90078	220	37	51	23	N_12aa
90078	220	1	150	123	N_12aa
90078	220	1	216	210	N_12aa
90078	220	25	56	21	N_12aa
90078	220	301	339	34	N_12aa
90078	220	1	220	285	N_12aa
90078	220	115	124	23	N_12aa
90078	220	26	38	22	N_12aa
90078	220	74	94	22	N_12aa
90078	220	45	59	22	N_12aa
90078	220	4	16	28	N_12aa
90078	220	5	128	58	N_12aa
90078	220	3	148	41	N_12aa
90078	220	10	36	30	N_12aa
90078	220	3	150	144	N_12aa
90078	220	1	216	266	N_12aa
90078	220	1	217	266	N_12aa
90078	220	2	17	23	N_12aa
90078	220	5	128	57	N_12aa
90078	220	1	220	248	N_12aa
90078	220	1	124	42	N_12aa
90078	220	3	20	35	N_12aa
90078	220	1	150	152	N_12aa
90078	220	4	16	24	N_12aa
90078	220	68	99	25	N_12aa
90078	220	27	39	22	N_12aa
90078	220	4	21	25	N_12aa
90078	220	1	150	140	N_12aa
90078	220	4	18	25	N_12aa
90078	220	4	18	24	N_12aa
90078	220	26	81	24	N_12aa
90078	220	1	150	142	N_12aa
90078	220	1	150	147	N_12aa
90078	220	1	220	270	N_12aa
90078	220	22	37	24	N_12aa
90078	220	76	95	20	N_12aa
90078	220	70	100	22	N_12aa
90078	220	91	125	28	N_12aa
90078	220	5	128	47	N_12aa
90078	220	1	220	282	N_12aa
90078	220	5	138	44	N_12aa
90078	220	59	86	21	N_12aa
90078	220	316	327	22	N_12aa
90078	220	1	150	127	N_12aa
90078	220	10	39	24	N_12aa
90078	220	6	16	26	N_12aa
90078	220	1	150	138	N_12aa
90078	220	7	148	53	N_12aa
90078	220	1	207	236	N_12aa
90078	220	1	150	113	N_12aa
90078	220	1	220	265	N_12aa
90078	220	30	83	27	N_12aa
90078	220	12	201	163	N_12aa
90078	220	123	134	22	N_12aa
90078	220	301	344	30	N_12aa
90078	220	16	39	24	N_12aa
90078	220	271	309	34	N_12aa
90078	220	23	74	23	N_12aa
90078	220	301	339	29	N_12aa
90078	220	90	106	23	N_12aa
90078	220	2	124	44	N_12aa
90078	220	25	38	22	N_12aa
90078	220	156	176	22	N_12aa
90078	220	1	150	58	N_12aa
90078	220	1	150	110	N_12aa
90078	220	53	147	41	N_12aa
90078	220	12	46	23	N_12aa
90078	220	1	150	137	N_12aa
90078	220	1	220	263	N_12aa
90078	220	45	147	44	N_12aa
90078	220	1	220	257	N_12aa
90078	220	1	15	22	N_12aa
90078	220	30	104	31	N_12aa
90078	220	15	28	23	N_12aa
90078	220	245	275	23	N_12aa
90078	220	16	150	108	N_12aa
90078	220	1	129	48	N_12aa
90078	220	19	30	22	N_12aa
90078	220	5	131	46	N_12aa
90078	220	2	147	52	N_12aa
90078	220	1	148	114	N_12aa
90078	220	94	112	22	N_12aa
90078	220	33	49	23	N_12aa
90078	220	78	99	25	N_12aa
90078	220	134	198	25	N_12aa
90078	220	1	150	168	N_12aa
90078	220	4	16	25	N_12aa
90078	220	26	45	21	N_12aa
90078	220	5	21	26	N_12aa
90078	220	7	132	36	N_12aa
90078	220	7	147	55	N_12aa
90078	220	6	147	51	N_12aa
90078	220	1	219	281	N_12aa
90078	220	4	41	21	N_12aa
90078	220	1	150	111	N_12aa
90078	220	301	339	29	N_12aa
90078	220	1	218	245	N_12aa
90078	220	12	51	21	N_12aa
90078	220	1	219	245	N_12aa
90078	220	1	220	260	N_12aa
90078	220	1	150	132	N_12aa
90078	220	17	62	27	N_12aa
90078	220	49	75	22	N_12aa
90078	220	1	217	222	N_12aa
90078	220	2	123	47	N_12aa
90078	220	2	128	41	N_12aa
90078	220	1	150	128	N_12aa
90078	220	3	18	21	N_12aa
90078	220	169	188	22	N_12aa
90078	220	1	150	127	N_12aa
90078	220	1	220	277	N_12aa
90078	220	2	19	25	N_12aa
90078	220	1	150	128	N_12aa
90078	220	2	144	78	N_12aa
90078	220	44	64	24	N_12aa
90078	220	148	170	23	N_12aa
90078	220	1	219	279	N_12aa
90078	220	1	150	113	N_12aa
90078	220	3	148	40	N_12aa
90078	220	212	285	32	N_12aa
90078	220	11	31	23	N_12aa
90078	220	1	150	157	N_12aa
90078	220	29	43	25	N_12aa
90078	220	30	97	30	N_12aa
90078	220	1	215	220	N_12aa
90078	220	20	29	21	N_12aa
90078	220	1	45	24	N_12aa
90078	220	259	278	23	N_12aa
90078	220	1	220	266	N_12aa
90078	220	7	148	53	N_12aa
90082	256	38	50	22	N_14s
90082	256	1	147	96	N_14s
90082	256	1	256	379	N_14s
90082	256	6	81	30	N_14s
90082	256	84	98	24	N_14s
90082	256	1	256	368	N_14s
90082	256	54	80	28	N_14s
90082	256	1	20	21	N_14s
90082	256	59	81	22	N_14s
90082	256	1	255	310	N_14s
90082	256	49	125	26	N_14s
90082	256	49	125	26	N_14s
90082	256	1	150	98	N_14s
90082	256	45	66	21	N_14s
90082	256	69	86	22	N_14s
90082	256	1	256	365	N_14s
90082	256	1	150	98	N_14s
90082	256	1	255	310	N_14s
90082	256	1	147	90	N_14s
90082	256	66	80	22	N_14s
90082	256	22	40	22	N_14s
90082	256	1	24	32	N_14s
90082	256	77	97	24	N_14s
90082	256	9	41	22	N_14s
90082	256	84	94	23	N_14s
90082	256	6	66	32	N_14s
90082	256	26	39	23	N_14s
90082	256	1	150	89	N_14s
90082	256	26	38	21	N_14s
90082	256	113	155	22	N_14s
90082	256	113	155	22	N_14s
90082	256	1	256	369	N_14s
90082	256	23	51	26	N_14s
90082	256	525	571	31	N_14s
90082	256	6	115	32	N_14s
90082	256	1	256	311	N_14s
90082	256	1	256	359	N_14s
90082	256	84	98	24	N_14s
90082	256	99	135	22	N_14s
90082	256	62	134	31	N_14s
90082	256	1	15	26	N_14s
90082	256	66	100	23	N_14s
90082	256	1	256	375	N_14s
90082	256	1	15	24	N_14s
90082	256	66	80	22	N_14s
90082	256	9	41	22	N_14s
90082	256	79	94	22	N_14s
90082	256	53	126	25	N_14s
90082	256	108	134	22	N_14s
90082	256	1	147	96	N_14s
90082	256	84	98	23	N_14s
90082	256	1	53	36	N_14s
90082	256	201	229	22	N_14s
90082	256	13	45	21	N_14s
90082	256	1	15	26	N_14s
90082	256	84	98	24	N_14s
90082	256	23	119	25	N_14s
90082	256	11	34	23	N_14s
90082	256	6	18	27	N_14s
90082	256	84	98	24	N_14s
90082	256	1	147	99	N_14s
90082	256	60	80	28	N_14s
90082	256	1	15	27	N_14s
90082	256	1	256	361	N_14s
90082	256	1	147	96	N_14s
90082	256	1	27	24	N_14s
90082	256	316	343	22	N_14s
90082	256	6	49	35	N_14s
90082	256	1	147	97	N_14s
90082	256	79	94	22	N_14s
90082	256	6	35	33	N_14s
90082	256	21	124	23	N_14s
90082	256	1	15	27	N_14s
90082	256	22	40	22	N_14s
90082	256	7	13	22	N_14s
90082	256	1	15	27	N_14s
90082	256	16	31	23	N_14s
90082	256	6	66	32	N_14s
90082	256	1	256	332	N_14s
90082	256	1	24	32	N_14s
90082	256	14	45	22	N_14s
90082	256	34	130	27	N_14s
90082	256	1	147	103	N_14s
90082	256	21	124	23	N_14s
90082	256	6	24	32	N_14s
90082	256	316	343	22	N_14s
90082	256	37	124	23	N_14s
90082	256	6	53	35	N_14s
90082	256	28	40	19	N_14s
90082	256	34	61	25	N_14s
90082	256	1	15	27	N_14s
90082	256	34	67	27	N_14s
90082	256	2	38	30	N_14s
90082	256	1	147	93	N_14s
90082	256	71	124	24	N_14s
90082	256	1	256	359	N_14s
90082	256	84	95	24	N_14s
90082	256	1	17	29	N_14s
90082	256	23	119	25	N_14s
90082	256	6	18	27	N_14s
90082	256	1	147	90	N_14s
90082	256	16	45	21	N_14s
90082	256	9	44	20	N_14s
90082	256	1	150	95	N_14s
90082	256	1	256	368	N_14s
90082	256	26	39	21	N_14s
90082	256	108	134	22	N_14s
90082	256	1	20	27	N_14s
90082	256	26	39	24	N_14s
90083	683	7	35	31	N_15s
90083	683	19	31	21	N_15s
90083	683	3	13	26	N_15s
90083	683	23	80	39	N_15s
90083	683	1	147	84	N_15s
90083	683	1	28	21	N_15s
90083	683	3	16	27	N_15s
90083	683	25	79	34	N_15s
90083	683	3	16	27	N_15s
90083	683	1	147	95	N_15s
90083	683	135	153	24	N_15s
90083	683	4	30	35	N_15s
90083	683	1	681	961	N_15s
90083	683	1	680	930	N_15s
90083	683	1	129	47	N_15s
90083	683	1	138	51	N_15s
90083	683	7	37	30	N_15s
90083	683	135	153	24	N_15s
90083	683	1	147	90	N_15s
90083	683	185	239	26	N_15s
90083	683	1	147	100	N_15s
90083	683	4	16	26	N_15s
90083	683	1	683	951	N_15s
90083	683	1	138	52	N_15s
90083	683	151	177	26	N_15s
90083	683	7	35	30	N_15s
90083	683	4	16	26	N_15s
90083	683	31	68	24	N_15s
90083	683	7	25	24	N_15s
90083	683	1	128	52	N_15s
90083	683	7	38	32	N_15s
90083	683	10	30	24	N_15s
90083	683	23	80	38	N_15s
90083	683	1	682	1032	N_15s
90083	683	135	153	23	N_15s
90083	683	23	80	39	N_15s
90085	203	1	147	91	N_17ar
90085	203	1	203	265	N_17ar
90085	203	1	202	238	N_17ar
90085	203	201	215	24	N_17ar
90085	203	12	150	86	N_17ar
90085	203	21	39	26	N_17ar
90085	203	76	94	21	N_17ar
90085	203	3	132	42	N_17ar
90085	203	12	31	21	N_17ar
90085	203	76	94	22	N_17ar
90085	203	15	37	24	N_17ar
90085	203	89	107	20	N_17ar
90085	203	55	73	22	N_17ar
90085	203	5	16	25	N_17ar
90085	203	8	21	18	N_17ar
90085	203	1	150	134	N_17ar
90085	203	80	107	22	N_17ar
90085	203	215	259	33	N_17ar
90085	203	1	150	154	N_17ar
90085	203	2	16	24	N_17ar
90085	203	1	203	278	N_17ar
90085	203	169	199	32	N_17ar
90085	203	1	13	22	N_17ar
90085	203	30	39	22	N_17ar
90085	203	171	226	24	N_17ar
90085	203	98	140	21	N_17ar
90085	203	1	108	55	N_17ar
90085	203	13	201	149	N_17ar
90085	203	1	87	46	N_17ar
90085	203	2	41	21	N_17ar
90085	203	2	57	40	N_17ar
90085	203	236	261	22	N_17ar
90091	254	6	18	22	N_18s
90091	254	7	252	265	N_18s
90091	254	5	16	24	N_18s
90091	254	80	176	28	N_18s
90091	254	22	40	25	N_18s
90091	254	8	31	23	N_18s
90091	254	3	150	123	N_18s
90091	254	18	55	23	N_18s
90091	254	1	25	39	N_18s
90091	254	59	141	42	N_18s
90096	246	1	243	302	N_1a
90096	246	2	28	21	N_1a
90096	246	5	17	21	N_1a
90096	246	3	16	23	N_1a
90096	246	40	146	36	N_1a
90096	246	301	339	28	N_1a
90096	246	1	150	134	N_1a
90096	246	1	128	50	N_1a
90096	246	1	13	23	N_1a
90096	246	3	35	37	N_1a
90096	246	1	150	131	N_1a
90096	246	201	257	25	N_1a
90096	246	1	246	311	N_1a
90096	246	257	292	27	N_1a
90097	239	27	62	20	N_21a
90097	239	61	128	32	N_21a
90097	239	29	56	23	N_21a
90097	239	244	287	22	N_21a
90097	239	1	150	104	N_21a
90097	239	1	150	102	N_21a
